PO_ID,VENDOR_ID,VENDOR_NAME,PO_DATE,PO_STATUS,PO_AMOUNT,CURRENCY,INVOICE_COUNT,TOTAL_INVOICED,VARIANCE_AMOUNT,PCT_VARIANCE,INVOICE_IDS,RECEIPT_STATUS,MATCH_STATUS,EXCEPTION_TYPE
PO100061,V0022,Gallagher-Mason,2025-08-10,Partially Received,5197.09,USD,1,5175.10,-21.99,-0.42,INV200071,Received,Matched,Within tolerance
PO100077,V0009,Arias LLC,2025-05-02,Closed,10770.95,USD,2,10727.55,-43.40,-0.40,"INV200086, INV200087",Received,Matched,Within tolerance
PO100391,V0002,"Arnold, Mitchell and Jones",2025-06-10,Closed,3353.34,USD,1,3366.82,13.48,0.40,INV200514,Received,Matched,Within tolerance
PO100401,V0017,Frost-Yu,2025-05-22,Open,14800.91,USD,3,14741.10,-59.81,-0.40,"INV200527, INV200528, INV200529",Received,Matched,Within tolerance
PO100169,V0030,Wallace-Rodriguez,2025-08-13,Open,6297.21,USD,2,6321.96,24.75,0.39,"INV200210, INV200211",Received,Matched,Within tolerance
PO100226,V0030,Wallace-Rodriguez,2024-09-05,Closed,5569.35,USD,2,5547.88,-21.47,-0.39,"INV200292, INV200293",Received,Matched,Within tolerance
PO100083,V0042,"Woodard, Harrell and Bell",2025-05-28,Partially Received,6096.77,USD,1,6120.10,23.33,0.38,INV200094,Received,Matched,Within tolerance
PO100240,V0033,Williams-Kline,2025-12-05,Open,1829.65,USD,1,1836.34,6.69,0.37,INV200312,Received,Matched,Within tolerance
PO100037,V0030,Wallace-Rodriguez,2024-12-03,Open,7205.19,USD,3,7179.35,-25.84,-0.36,"INV200046, INV200047, INV200048",NO GOODS RECEIPT,Matched,Within tolerance
PO100054,V0008,"Winters, Campbell and Carr",2025-10-14,Closed,553.51,EUR,2,555.51,2.00,0.36,"INV200060, INV200061",Received,Matched,Within tolerance
PO100058,V0043,"Morrow, Miller And Brooks",2026-01-16,Open,14951.98,USD,1,15006.19,54.21,0.36,INV200066,Received,Matched,Within tolerance
PO100249,V0001,Johnson Ltd,2026-03-22,Partially Received,67655.55,USD,1,67894.98,239.43,0.35,INV200324,Received,Matched,Within tolerance
PO100099,V0040,Martinez-Mcmahon,2026-04-17,Closed,3809.40,USD,2,3796.46,-12.94,-0.34,"INV200117, INV200118",Received,Matched,Within tolerance
PO100161,V0025,Medina LLC,2026-04-24,Closed,11607.45,GBP,1,11567.84,-39.61,-0.34,INV200198,Received,Matched,Within tolerance
PO100457,V0032,Klein and Sons,2025-06-28,Cancelled,2136.98,USD,1,2130.00,-6.98,-0.33,INV200605,NO GOODS RECEIPT,Matched,Within tolerance
PO100010,V0049,"Gallagher, Taylor and Perry",2024-10-25,Open,25246.18,USD,1,25324.16,77.98,0.31,INV200011,NO GOODS RECEIPT,Matched,Within tolerance
PO100089,V0042,"Woodard, Harrell and Bell",2024-11-14,Closed,5996.19,USD,2,5977.66,-18.53,-0.31,"INV200103, INV200104",Received,Matched,Within tolerance
PO100218,V0023,Gonzales and Sons,2024-10-07,Open,46200.08,USD,1,46343.34,143.26,0.31,INV200281,NO GOODS RECEIPT,Matched,Within tolerance
PO100347,V0002,"Arnold, Mitchell and Jones",2025-12-11,Closed,634.81,USD,3,632.85,-1.96,-0.31,"INV200449, INV200450, INV200451",Received,Matched,Within tolerance
PO100103,V0035,Baker Llc,2024-12-14,Open,13149.90,GBP,1,13189.00,39.10,0.30,INV200124,Received,Matched,Within tolerance
PO100254,V0020,Wood Inc,2024-10-20,Closed,6493.19,USD,2,6473.98,-19.21,-0.30,"INV200329, INV200330",Received,Matched,Within tolerance
PO100290,V0025,Medina LLC,2025-11-24,Open,6053.99,GBP,2,6035.96,-18.03,-0.30,"INV200378, INV200379",Received,Matched,Within tolerance
PO100263,V0031,Phillips-Henry,2026-04-17,Closed,9243.07,USD,1,9216.22,-26.85,-0.29,INV200343,Received,Matched,Within tolerance
PO100454,V0034,"Moran, Cortez and Martin",2025-07-05,Open,564.15,EUR,1,565.76,1.61,0.29,INV200603,Received,Matched,Within tolerance
PO100092,V0042,"Woodard, Harrell and Bell",2024-12-02,Cancelled,6792.83,USD,2,6773.71,-19.12,-0.28,"INV200108, INV200109",Received,Matched,Within tolerance
PO100227,V0032,Klein and Sons,2026-06-14,Open,4470.48,USD,1,4457.83,-12.65,-0.28,INV200294,NO GOODS RECEIPT,Matched,Within tolerance
PO100150,V0009,Arias LLC,2026-03-15,Partially Received,4509.18,USD,1,4520.99,11.81,0.26,INV200184,Received,Matched,Within tolerance
PO100273,V0009,Arias LLC,2025-10-06,Closed,6277.03,USD,1,6261.47,-15.56,-0.25,INV200357,Received,Matched,Within tolerance
PO100415,V0023,Gonzales and Sons,2025-01-17,Closed,62432.26,USD,3,62275.32,-156.94,-0.25,"INV200546, INV200547, INV200548",Received,Matched,Within tolerance
PO100119,V0001,Johnson Ltd,2025-12-07,Closed,89764.02,USD,1,89561.19,-202.83,-0.23,INV200145,Received,Matched,Within tolerance
PO100224,V0001,Johnson Ltd,2025-08-01,Closed,19486.08,USD,2,19531.27,45.19,0.23,"INV200288, INV200289",Received,Matched,Within tolerance
PO100398,V0042,"Woodard, Harrell and Bell",2025-08-18,Closed,97621.85,USD,1,97848.78,226.93,0.23,INV200522,Received,Matched,Within tolerance
PO100097,V0028,"Ramirez, Lynch and Hogan",2026-02-22,Partially Received,19490.34,USD,2,19533.15,42.81,0.22,"INV200114, INV200115",Received,Matched,Within tolerance
PO100139,V0032,Klein and Sons,2025-07-21,Closed,12484.28,USD,2,12511.61,27.33,0.22,"INV200171, INV200172",Received,Matched,Within tolerance
PO100387,V0042,"Woodard, Harrell and Bell",2025-09-28,Open,37196.89,USD,1,37278.99,82.10,0.22,INV200510,NO GOODS RECEIPT,Matched,Within tolerance
PO100170,V0032,Klein and Sons,2026-03-04,Partially Received,2515.52,USD,1,2510.28,-5.24,-0.21,INV200212,Received,Matched,Within tolerance
PO100284,V0009,Arias LLC,2024-09-14,Closed,11138.32,USD,3,11161.24,22.92,0.21,"INV200368, INV200369, INV200370",Received,Matched,Within tolerance
PO100357,V0029,Herman LLC,2025-10-11,Open,21007.26,USD,1,21052.09,44.83,0.21,INV200465,NO GOODS RECEIPT,Matched,Within tolerance
PO100358,V0025,Medina LLC,2025-02-16,Closed,3576.55,GBP,2,3584.17,7.62,0.21,"INV200466, INV200467",Received,Matched,Within tolerance
PO100123,V0009,Arias LLC,2025-08-06,Closed,5693.57,USD,1,5681.98,-11.59,-0.20,INV200150,Received,Matched,Within tolerance
PO100222,V0037,"Martinez, Wright and Reynolds",2025-09-06,Partially Received,1830.52,USD,1,1826.77,-3.75,-0.20,INV200287,Received,Matched,Within tolerance
PO100291,V0032,Klein and Sons,2024-12-21,Closed,2749.82,USD,1,2755.27,5.45,0.20,INV200380,Received,Matched,Within tolerance
PO100212,V0031,Phillips-Henry,2026-05-27,Closed,11684.64,USD,2,11707.16,22.52,0.19,"INV200270, INV200271",Received,Matched,Within tolerance
PO100210,V0020,Wood Inc,2026-04-04,Closed,3582.54,USD,2,3576.11,-6.43,-0.18,"INV200267, INV200268",Received,Matched,Within tolerance
PO100229,V0025,Medina LLC,2024-09-30,Closed,8023.55,GBP,2,8009.08,-14.47,-0.18,"INV200297, INV200298",Received,Matched,Within tolerance
PO100477,V0028,"Ramirez, Lynch and Hogan",2026-06-16,Closed,40563.65,USD,1,40631.11,67.46,0.17,INV200634,Received,Matched,Within tolerance
PO100333,V0017,Frost-Yu,2024-09-26,Closed,8905.94,USD,2,8920.21,14.27,0.16,"INV200426, INV200427",Received,Matched,Within tolerance
PO100395,V0047,"Sutton, Parker and Scott",2024-11-12,Open,457.91,USD,1,457.19,-0.72,-0.16,INV200519,Received,Matched,Within tolerance
PO100056,V0042,"Woodard, Harrell and Bell",2024-11-30,Closed,37815.64,USD,1,37873.03,57.39,0.15,INV200063,Received,Matched,Within tolerance
PO100018,V0037,"Martinez, Wright and Reynolds",2025-12-30,Closed,562.61,USD,2,563.32,0.71,0.13,"INV200022, INV200023",Received,Matched,Within tolerance
PO100206,V0028,"Ramirez, Lynch and Hogan",2025-12-21,Open,96544.41,USD,1,96416.28,-128.13,-0.13,INV200262,NO GOODS RECEIPT,Matched,Within tolerance
PO100293,V0018,"Brennan, Lewis and Reilly",2025-03-17,Closed,1565.02,USD,3,1563.02,-2.00,-0.13,"INV200382, INV200383, INV200384",Received,Matched,Within tolerance
PO100334,V0023,Gonzales and Sons,2026-04-19,Open,11594.95,USD,2,11609.83,14.88,0.13,"INV200428, INV200429",NO GOODS RECEIPT,Matched,Within tolerance
PO100030,V0034,"Moran, Cortez and Martin",2025-02-27,Closed,546.56,EUR,1,545.90,-0.66,-0.12,INV200036,Received,Matched,Within tolerance
PO100239,V0050,Sims Ltd,2026-03-27,Partially Received,9992.20,USD,2,9980.30,-11.90,-0.12,"INV200310, INV200311",Received,Matched,Within tolerance
PO100294,V0027,Smith-Rose,2024-11-16,Closed,4506.08,USD,1,4500.68,-5.40,-0.12,INV200385,Received,Matched,Within tolerance
PO100029,V0042,"Woodard, Harrell and Bell",2026-01-25,Closed,28458.42,USD,2,28490.73,32.31,0.11,"INV200034, INV200035",Received,Matched,Within tolerance
PO100005,V0031,Phillips-Henry,2025-03-28,Open,9953.47,USD,2,9943.26,-10.21,-0.10,"INV200005, INV200006",Received,Matched,Within tolerance
PO100321,V0009,Arias LLC,2025-04-13,Open,3780.94,USD,1,3777.82,-3.12,-0.08,INV200411,NO GOODS RECEIPT,Matched,Within tolerance
PO100471,V0032,Klein and Sons,2025-10-21,Partially Received,12014.11,USD,1,12023.63,9.52,0.08,INV200626,Received,Matched,Within tolerance
PO100066,V0032,Klein and Sons,2025-01-13,Closed,7809.84,USD,1,7815.07,5.23,0.07,INV200074,Received,Matched,Within tolerance
PO100283,V0020,Wood Inc,2025-07-18,Open,4992.00,USD,1,4988.40,-3.60,-0.07,INV200367,Received,Matched,Within tolerance
PO100470,V0039,"Jones, Lee and Jefferson",2025-08-07,Open,68817.08,CAD,3,68765.81,-51.27,-0.07,"INV200623, INV200624, INV200625",NO GOODS RECEIPT,Matched,Within tolerance
PO100250,V0048,"Williams, Hodges And Lee",2026-06-12,Closed,17853.87,USD,1,17845.75,-8.12,-0.05,INV200325,Received,Matched,Within tolerance
PO100422,V0049,"Gallagher, Taylor and Perry",2025-03-18,Closed,3543.06,USD,1,3541.44,-1.62,-0.05,INV200554,Received,Matched,Within tolerance
PO100260,V0009,Arias LLC,2026-03-25,Closed,9704.20,USD,3,9700.47,-3.73,-0.04,"INV200338, INV200339, INV200340",Received,Matched,Within tolerance
PO100036,V0035,Baker Llc,2025-07-09,Open,8130.10,GBP,2,8127.61,-2.49,-0.03,"INV200044, INV200045",NO GOODS RECEIPT,Matched,Within tolerance
PO100122,V0034,"Moran, Cortez and Martin",2025-07-27,Closed,1623.95,EUR,1,1623.44,-0.51,-0.03,INV200149,Received,Matched,Within tolerance
PO100154,V0040,Martinez-Mcmahon,2026-05-14,Closed,3793.81,USD,2,3792.85,-0.96,-0.03,"INV200189, INV200190",Received,Matched,Within tolerance
PO100168,V0048,"Williams, Hodges And Lee",2026-01-16,Closed,11928.51,USD,1,11931.78,3.27,0.03,INV200209,Received,Matched,Within tolerance
PO100397,V0004,Arroyo Ltd,2026-03-16,Partially Received,113580.96,GBP,1,113609.56,28.60,0.03,INV200521,Received,Matched,Within tolerance
PO100213,V0004,Arroyo Ltd,2025-03-06,Closed,19912.72,GBP,1,19913.40,0.68,0.00,INV200272,Received,Matched,Within tolerance
